zotero_link|creator
YS9YX4PR|Currie_et_al
KQ73H8PR|Basava_Zhang_Mace
VP97X6EZ|Lukas_Towner_Mulder
UVC33J2P|Disney
DITP8CJX|KHALIQ
HTBKVGA4|Thornton
DZGBTCHH|Newitt
PPLKS53D|Perry_Aronson_Pescosolido
6L4PYPMB|Peter_Jackson
HG725XI7|Renfrew_Whitehouse
R9TV7IKB|Whitehouse
XAV3HW52|Dolfini
YA9WX2GJ|Barker
IGKG9GFE|Bietti_Sestieri_Harding_Fokkens
CCKG573P|Alessandri
PJB6Q64X|Cifani_et_al
GZVWKF3Z|Bartoloni_Turfa
JV5RHV9P|Forsythe
WF59LF6J|Fulminante
F7ACDQVP|Clodfelter
2PIUDEJ5|Vansina
KHBNE574|Fartua_Palmer
9WNVA4GF|Giddens
FXVPGJ6G|Mouzakitis
CS6UYNEX|Wagner
DJI4FL8W|Eisenstadt
7QEGDLBW|Levine_et_al
L2EER8JZ|Comte
Q4XIND3G|Parsons
LPK9JDBQ|Weber_Kalberg
6QCWI3J2|Mcculloch
LBTPC3WB|Dwyer_Nettelbeck
W4WQKL22|Tripathi
6JJDDDIY|Puri
F3M83USM|Armstrong_Hopcroft_Valdes
3XKD476U|Franke_et_al
V5VNM3AU|Davis_Kelly
EEM2ITR9|Reid
H69XSW59|Worthington
E7N5SIBZ|Khazanov
33DWFNW3|Coates_Coates
JI8DUA5V|Acemoglu_Robinson
2QVRB633|Bardi
KA2ZHSZX|Gibbon_Mueller
DKMYS5UF|Bardi_Falsini_Perissi
R7M9FANZ|Runciman
58I94E4W|Butzer
ZCAAI5MN|Rubiños_Anderies
78QXSSFS|Brunk
CLMI42CX|Janssen_Kohler_Scheffer
MZAS4D8C|Ehrlich_Ehrlich
8XEPQ5DW|Waring_Wood
I6RRD9AU|Reu_Osmania_University_Digital_Library_Of_India
3EXZFQD7|Abrams_et_al
BQMBT9ET|Spengler_Atkinson
5W5HJTTA|Braudel_Mayne
BN7H6KKY|Braudel
BCQHZ626|Innis
45RR3H3T|Huntington
4CEQ5PYY|Manning
XRDZ93VL|Chang
YWU8NUZN|Covey_Silverman_Isbell
XCSMA2IS|Jenkins_Jr
D7439CVX|O'Hara_Rolfson
AQK228F8|Trigger_et_al
JSNWUVEX|Trigger_et_al
2MTRKJ9C|Thapar
JW23PIM9|Thapar
FP34HQZJ|Singh
YRK2VXUS|Kamen
F4DBJKI6|Moreno_Garcia_et_al
68PUUY8M|Moreno_Garcia
7BBEWNPK|Bowersock_Tainter
GG64IMP4|Hunt_et_al
I7N6Z9H4|Lahiri
YLRQXQV8|Niyogi
BAX6HMH7|Goodenough
BBTHWU8T|Whiting
H5RHUJZ7|Alexander
BRYSY7WG|Mostern
827XQNK4|Currie
HAPKN7LN|Barth
Q2RRT9PS|Gethin_Martínez-Toledano_Piketty
FZ8NVRKU|Gavrilets
EHPCHGDM|Jones_Ridout
RIM8EFNG|Wilkinson
X97VIPZ7|Prestholdt_Wynne-Jones_LaViolette
C62TFXBJ|Pallaver_Wynne-Jones_LaViolette
73CNA5KV|Hoffman
TKKDT5CZ|Disney
NNKB4C26|Birmingham
SB2P8RNF|Disney
4DMPBRA7|De_Matos_Jarnagin
JFPUKVMF|Camarinhas
QIKN6MDF|Da_Silva
4KG35WE3|Barreiros
V4NQA9H4|Seabra_Lopes
A8N5EQS3|Rebelo_Paio
WACR37J5|Valle_Salvino
Q4D5S7NI|Costa_Rocha_Brito
DHRCPXPP|Cuhaj
I5DXF22V|Yang
833N537N|Férias_de_Sousa
2HFFBQHC|Schwartz
VRKMQD48|Fitton_Wynne-Jones_LaViolette
E7KV5BEU|Ray_Wynne-Jones_LaViolette
95EQ2K86|Beaujard_Wynne-Jones_LaViolette
RIRTGR9C|Walsh_Wynne-Jones_LaViolette
PB22FKSS|Fleisher_Wynne-Jones_LaViolette
EGD98Q6P|Sutton_Wynne-Jones_LaViolette
IR3JV8PD|Stockreiter
GGM3RG7F|Juma
RUDF9R44|Juma_Wynne-Jones_LaViolette
93P35DD6|Horton_Brown_Mudida
9FVM7JRL|Salas_Abades
EIU3BQA7|Shih_Pittinsky_Ambady
RMB2T85I|Tafarodi_Kang_Milne
C9K9R5PC|Briant_Daniels
8ZNXX9CT|Lane_Fox
KY6TNHSZ|NO_CREATORS
7STXZC7C|Singh_Koli
59Q36EN6|Lui
EJ5PCWIZ|Varnum_Grossmann
SRSFPJUQ|Jackson_et_al
SW5J4HBU|Shelach-Lavi_Goldin
DPGVGZFP|Oyebamiji_et_al
VP8YXAEU|Levitsky_Ziblatt
4XHFXEXD|Holling_et_al
2CFA7SNF|Wilkinson
838MBRQM|Tainter
GC7WSHGH|Rind
8P7JYN4V|Bardi
J4R2CSCM|Culbert_Yoffee_Cowgill
7HAEUPQZ|McAnany_et_al
FJ9KSMQ7|Schneewind
LN7YY9EH|Guo_Gleditsch_Wilson
D5CY8PHF|Healy
6GMEX26L|Özbay
U8EEP4RV|Peregrine_Ember_Ember
8QHH4UIB|Scheffer_et_al
BT5FND6V|Kohler_et_al
WUJ3V778|Ember_Adem_Skoggard
M2SQ9YGU|Tappenden
FAGBCNG6|Korotayev_et_al
5LDKRU62|Boiy
AC2SNUKI|Bevan
8X3MUICR|White
UN9KQ6TV|Chrubasik
B5T597JK|Bellinger
JQVJMPDU|Hoover
KR7C5NJ2|Bernardini_et_al
IFD9VGSH|Bonfante_Amann
MT335H22|Bradley_et_al
55KRCIMC|Cavazzuti_Arena
2N9HRC95|Cuozzo_Perego_Scopacasa
GG9KHSJ8|Forte_et_al
BRCJRRVB|Fulminante_Farney_Bradley
DJ2833S3|González-Ruibal_Ruiz-Gálvez
CEKZT2RN|Bancilhon_et_al
UI9LL8JT|Preiser-Kapeller
XGM2DBZS|Preiser-Kapeller
6H4YQHYZ|Preiser-Kapeller
5Q3THMSI|Preiser-Kapeller
6D3DZ4KY|Xoplaki_et_al
TMP94R9C|Preiser-Kapeller_Werther
LDPBAB32|Lemmen_Gronenborn_Wirtz
VYTVG27Y|Wirtz_Lemmen
GDD9WKMP|Lemmen_Wirtz
IT7NS8P7|Juwayeyi
7ZA4Q7S3|Juwayeyi
A88E23E4|Schoeffeleers
CYF76UDG|Ellis_et_al
SZR243UJ|Paciotti_et_al
A8PQT99E|Mazar_Amir_Ariely
4DJ3DKIH|Dreyer_Teeter
M9KSMRNN|Köhler_Teeter
FBB45VE6|Savage
B4Q6XPHJ|Charlesworth_et_al
YUNL4ZZS|Charlesworth_Banaji
CPB53L79|Jansari_Mairs
EQYG9ZRF|Green
UH37VR5N|Kiple
S4ABP4DV|Kelly_Keck_Lynteris
SLHHWJXT|Watts
86ZPVX4V|Costanza_Graumlicj_Steffen
BBE8QD88|Brooke
IAKVCV72|Berman_et_al
6F6C98ZM|Ciałowicz_Teeter
9TTAWXKP|Tristant_Midant-Reynes_Teeter
2PGJ83T9|Bates_et_al
E7RMANVI|Pfeiffer_Komaroff
UBWCAGKV|Earle_Spriggs
Y899KR8I|Cliff_Peter_Smallman-Raynor
72NKM8TM|Komlos
5PVAIFGG|Huffman
SJ73R9CB|Battistel_et_al
8QCUF7PQ|Veissière_et_al
BZK4K9CG|Fleisher_Reid_Lane
496ERM55|Wynne-Jones_Wynne-Jones_LaViolette
D9RUKK2X|Favereau
FN7XAMXA|Rawlinson_University_of_California_Libraries
Y4KJPPKY|Centola
HTEZT4EU|Schippmann
3GMKTM8R|Strauss_Shizuka
GSJXEYQ4|Chick
LACA8SDW|McGuire
GRJ27F6C|Sanjak_et_al
N3TMC6ZN|Perreault
92QSYC9R|Ortman_et_al
9X2DLNHI|Alesina_Spolaore
TI9N9RI6|Spencer
GWS2Z6ED|Spencer
3ECDQKXS|Spencer
GRC8HU2X|Carneiro
UATK9S22|Carneiro
8ZJ5LHYD|Manzanilla_Rothman
B6ASMRUB|Benson
L2ERJ5QG|Stasavage
9IKJFWPD|Weatherford
EA4EK6KV|Galbraith
QHLC23EZ|Hooper_Kaplan_Jaeggi
F4FZCXBK|Ross_et_al
CKV86IGZ|Smith_et_al
7XTD74BL|Lobo_et_al
IHRB84VX|Stanford_Whitehouse
37CXI5RL|Ho_Ho_Vuong
M57BYU8L|Biddle_Biddle
2RRGNJJI|Laham
FGMWEPWT|Lang_et_al
IG893TVY|Bowles
M3H6WMI8|Francois_Fujiwara_Ypersele
UJI67GAK|Trigger
KRTE4656|Haynie_et_al
RX7KCRQB|Kleinberg
G4AJMM73|Garcia_et_al
S3QECHTC|Turpin_et_al
KBVC3BZC|Barnett_Barrett_Seth
S8JWJMZA|Moloney_Krislov
8YNN4ZCT|Howe
FUSQ9ZLU|Corbett
T6K2EN2K|Shahbazi
ARMDH9MD|Bal
Z2LNV65U|Schein
RXPFFWI4|Cornell,_Timothy_J._Cornell,_Timothy_J._Lomas
23DHPZIG|Cornell
7FQIZ6I8|Lomas_et_al
A463HT2M|Cornell,_Timothy_J._Lomas
HTPUCNVH|Brown_et_al
7E2B6KKE|Archer
GYDJG5IQ|Brewer
C85YX3ZT|Calavita
P8B64KEP|Carter
DQQCHC3N|Christian_et_al
AYPJQXYQ|Cornell
FEQKKB2K|Mitchell_Raaflaub
HLJWEGVU|Ungern‐Sternberg_Raaflaub
78CZEAF8|Scott_Raaflaub
AQWEXGGM|Richard_Raaflaub
PRB9UFGC|Develin_Raaflaub
3R6EBM66|Cornell_Raaflaub
SRF6N85W|Domhoff_Webber
RKWYRSV5|Gatrell_et_al
GGE6F24P|Goldstone
N55B5GGG|Hatton_Williamson
56CJ5MPI|Heinberg
WLSYZ5JJ|Hickel
DZYC2MTW|Hickel
DYZ4AHQX|Hobsbawm
RLND9BYJ|Karabel
5S7XK53P|McCarty_Poole_Rosenthal
WY7EJIXN|Meadows_Randers_Meadows
UG3AYB5W|Mironov
VJELAEDF|Mokyr
7GF73J9Z|Rieber_et_al
DM9EQZAI|Roselaar
BLBU5B54|Saunders
F5ASA5MJ|Scheidel
NWVNDAZJ|Smiley
638VLQMD|Soroka_Ruud
U38VAYKC|Terkel
PQD74HSX|Tilly
FD36IF7D|Turchin
F92BF2KX|Vögele
NA43T8IC|Watts
G3TVES6G|Wrigley_et_al
79ULQ4JC|Lahlou
ZY8BF4Z5|Bicchieri_et_al
UBZL6FT2|Shahbazi
NHD7YZSK|Walker_Davies_Ellis
CAKSMF4I|Feinman_Roscoe_Isenhour
C7ZCKXMT|Flack_et_al
3WJ42ET7|Rothman
CG9EGFB2|Pearce
DGHHAKUZ|Middleton
A68FCWWI|Tamrat
J8WZB6VI|Mukhtar
S4S75T39|Coulson
8VRVCUC6|Masud
A26ZTE9Z|Selin
W2V6MXH8|Blake
U3W57I6B|Semaan
R727NPC6|Classen
U9FHBPZF|Njoku
5U3NQRMR|Mukhtar
47CK4M35|Abdullahi
FQU6UXTV|Tengan
FM8D55XW|Mukhtar
TKPH7Z89|Cassanelli
7J425GTZ|Lewis
FXDQBFFT|Hassen
HJCMAMX7|Fauvelle
R3XRWJBX|Levtzion_Pouwels
JMJS523J|Ki-Zerbo
8BDKDQRX|Hanne
VRU64Q8P|Rubenson
K6HVJ7X4|Smith
ES4TRU7R|Breunig_Rupp
UQWUPZBM|Lewis
TZC2D6DI|Reese
5BTAQ3DM|Luling
29MS79PA|Shinn_Ofcansky
KXWC265V|Insoll
APBB7BBK|Thesiger
P7U3R35T|Abir
JHH9VH96|Abir
WF8KTJRD|Uhlig
QQ9ZECMI|Mekonnen
W8QSWYGS|Healy
Y6ZPA7AC|Turchin_et_al
PVU7DTLE|Turchin_Korotayev
AUA64Q9N|Currie_et_al
A95JK2C9|Glassner
KJQSH9CH|Stiebing
CKFIMHEX|Boardman
XKWLXE9J|Elayi
LQIX5DU3|Yamada
65E4TCDD|Luckenbill
DCQ4I6AS|Radner
HFZA8LA9|Radner
IYGIWHYF|Ahmed
NC8DUZZX|Sack
8A3RAIKU|OLMSTEAD
TRKKZJ3T|Marcus
9ERK5FI7|Hassen
FZPKE83Z|Pankhurst
MZQWWA6Z|Pankhurst
2A389XGK|Orent
EB5TWDG7|Aderinto
JUZF8JHT|Storey
XV5YUWRC|Ayali-Darshan
J3GRDBFM|Weiershäuser
K9PY5ZGK|Wiseman_et_al
EJ8ABZCT|Roux
NR9MAEAE|Atanda
2H2CJNHP|Ejiogu
9A2KMTEF|Goddard
UHKKZNRA|Adelowo
MVEJ9W3S|Lewis_et_al
VMRQRR9P|NO_CREATOR
JAKG2LJ4|Arnason_et_al
NRZVWSCD|Lewis
PJ3UMMX5|Hassen
KLM9YKCC|Smith_Lobo
S6ECYATX|Pham_et_al
NRX6G928|Beyer_et_al
JRMZECR5|Livingstone-Smith_et_al
U4SEDH39|Cox_et_al
8DQTTZJ3|Marciniak_et_al
4KM9NHHJ|Petersen_Osmundsen_Tooby
73NMGQVR|Silva
G4DWA3GQ|Nwauwa
TEXMFD2H|Nwauwa
SXGZQFQF|Pemberton_III_Wardwell
TU5APW74|Nwaezeigwe
ZXZGZSM3|Innocent
38WNETAE|Peregrine
GM68JYZA|Adekunle
KEADDRZW|Oriji
G67WG7CW|Wellhausen_Osmania_University_Digital_Library_Of_India
MVK268JM|Okoro_Ezumah
MDDKHGKD|Oriji
W8VVXIMI|Neaher
RB7C87QZ|Trimingham
C2UNK7RK|Benti
PA65FGCE|Chuku
WJ5NDV5U|Chidume_Nmaju
F86ZNREM|Beckingham_Huntingford
HQRP8DG8|Harneit-Sievers
98VWE3KE|Madelung
44X2RL7Z|Gibb
G922SDHP|Hawting
IRXNM8P3|Kennedy
P5ICCEFX|Cobb
BQRE7TKM|Shaban
BE7B3RNJ|Kennedy_Kennedy_Barbir
PX2FHMM9|Carole_et_al
MGEBJEJ4|Powers_?abar?_a?-_?abar?
H77KE4HA|Hoyland
92INQ94G|Crone_Hinds
AD2KVW2K|Boyer_Petersen
DINGJJC2|Nwauwa
R2STQVZV|Izuagie
CHS87GBI|Ben-Dror
A829WRJD|Hassen
Q9W4JMAB|Yusuf
PUDCFD72|Waldron
V9HWX5VP|Wagner
3W5EJMVV|Kebbede
AWA9ZT5B|Shillington
KJZWB7HR|Mosothwane_Steyn
X3DXN8CW|Denbow
NVZ5T427|Mitchell_Lane
I3QB6TSV|Murphy
GKAWR7DG|Huffman
FBAX3ZMJ|Pikirayi
WSH2S2SN|Huffman
7KBFCB3J|Reid_Segobye
6Z64MQH4|Pikirayi
642PWKV7|Pikirayi
BSPEQDIG|Chirikure
5UJVWQIT|Chirikure_et_al
KSNS25TG|Huffman
N4R4GHNJ|Steadman
6QC8PD3X|Chirikure_et_al
VP8NIACW|Pikirayi
UKSEXXIH|Chirikure_Pikirayi
MI3RCIVH|Bandama_et_al
CAVNVCEW|Burton
SB32ZPCF|Law
J4ZASAV6|Alpern
ASTPFKNP|Monroe
MW2G58RP|Diamond
H4EJUEKP|Lloyd
WC9FQBRM|Holt
WF92T7BH|Ross
KNUC3TGF|Yoder
J42GPW63|Akinwumi
HX9DFEQF|Agiri
C6VWWF8Q|Matory
Z5T8Z7K4|Osadola_Adeleye
KZXN3NDR|Law
I923NDMS|Barnes
ITB5KEDD|Anthony
K7WSI7IS|Kanu
7PF66UQ5|Falola
AK2BQ4GK|Fadamiro_Adedeji
RQ36E824|Smith
9E4GA7XE|Ogundiran
T986TDDW|Adebiyi_Isiaq_Abubakar
HMVDV4DS|Ogunbiyi
4UME7U8K|Awe
ZWB55TP3|Law
GJUJ3S3P|Awe
IADVQ5MH|Atanda
VK6MS4UP|Monroe_Ogundiran_Ogundiran
PVMEG75R|Akinjogbin
86UXIDR7|Kiernan
FBZQCH9Z|Wirtz
JIZAPEW8|Robertshaw
TT7FC2RX|Brooks
V2GTBN8A|Green
DJ8UINUI|Mark_da_Silva_Horta
IVG2H488|Garrard
W9UGNTBX|Fadlalla
SRW6XCHP|Lapidus
HJTAUHA9|Loimeier
HRRCSHVQ|Spaulding
Z8DJIKP8|Bradbury
N5BF5KCZ|Mumin_Versteegh
E8Z57DNC|NO_CREATOR
PVIK4HGV|NO_CREATOR
6VGXX4V9|Abir
T6WTVSHZ|Lombard
V85USR5P|Herskovits_Cline
8T74FM7D|HERSKOVITS
9ABZ5ETX|Law
WGMSVKGI|Herskovits
V2UCHCEG|Ross
VZRUEXWJ|Ellingworth
9QAT62AH|Blier
QT6XMFZA|Monroe_Ogundiran
DM4QP3MH|Monroe_Words
W2XA8UFF|Law
PPNTBBAG|Monroe_Janzen
98M6HIQV|Law
F6XQPZFA|Herskovits
ADUCKBHU|Herskovits
TFFAGQ3B|Sanderson_Einoo
B7JGIJ68|Richards
KUBBQBL3|Richards
NB8UWEXV|Wilkin_et_al
JITM82H9|Masʻūdī
P8K7RBXZ|Marozzi
FWZIT2YP|Bobrick
MSGG7X28|Bosworth
4Z7KN25A|Kennedy
RCL6VTYZ|Bosworth_?abar?_a?-_?abar?
P8F447RX|Kraemer_????_?abar?
D4LNW473|Bosworth
RZ6352PL|Zetterstéen_Bosworth
VJLQ848C|Robinson_Bonner
D4FM9DZJ|Amedroz_et_al
C32XAX9J|Kennedy
RE7CBAA7|Bosworth
MWWKAGSJ|Chirikure
IMR6WQ6M|Mlambo
X54CISW6|Manyanga_Chirikure
B9TK7GP8|Raftopoulos_Mlambo
4UBRHU5H|Schoeman
U4GGB55J|Chirikure_Manyanga_Pollard
I4AA8N73|Pwiti
VQ38B374|Insoll
9HR4GK4D|Hassen
GGUW3WRZ|Insoll_Khalif_Rachel
CN3ZV5GJ|Fukuyama
NNGD67L5|Long
I6WM4EKD|Insoll
QCB264L8|Carleton
5335RH4I|Law
E5WA63Z2|Monroe
8S94MUGG|Di_Cosmo_Bemmann_Schmauder
F5TE8HH5|Pankhurst
I3F72UG2|Smith
ATPBED62|Ngara
DZCHSU86|Hannaford_Nash
D3A53J92|Chirikure_et_al
CWC584VN|Livneh
W3RGNGTN|Hannaford
86KXRXBH|Aremu_Ediagbonya
4AS9CVZH|Graham
DNKVW9WZ|Wrigley
ZBEU6QM6|Cliffe_Davidson
A5UBT4ZQ|Cervenka
PA7Z3NFR|Reid
Y4V3D623|Bondarenko_Roese
EQFRPBHN|Eisenhofer
AUEZSTBR|Sargent
22DD3KG7|Kiwanuka
2H64W34U|Reid
KGDGERZ2|Reid
24ZMGPAA|Connell_Killion
CSATUHA2|Green
LBXVWGB7|Hemminger_Hemminger
ISMJWJ4U|Doornbos
D3FV7SKV|Steinhart
RQN9NR6V|Van_Schuylenbergh
FD6W2EPP|Reyntjens
KHB7VSJK|Lewis
WR8MRZAW|Eisenhofer
5J4MRHUB|Vansina
JIJEFKG3|de_Silva,_Wasana
G6NP7HE4|Albaharna
R4RVAR38|Irons
JLQY7FBT|Allen
VB8AA7MZ|JONES
CG5PRA8P|Mohamed
G8G96NVQ|Rodney
WBFJ8QU5|Cole
PXXWXDIA|Biedermann_Strathern
VYRPTHBE|Davis
PBIN3YG6|Klein
N4RZF5H5|Osadolor
4PN86ADG|Black
WCMXR3XI|Martin
ZJRN8UJ8|Klein
ZJ7VXFNC|Ayittey
CESQP6DT|Bondarenko
II6HG5G5|Animashaun
6GCNWL5H|Busse
UZGDFS5Y|Bosworth
XR82G8UT|Boyle
FXMVNGXA|William_Muir
7FPZK98L|Hanne
4VE769BF|Morgan
CHYGUKUC|Runciman
XNDZ8NXA|Christopher_Tyerman_Internet_Archive
7NI5425J|Fisher_et_al
GZRMZ4WY|Ṭabīb
7KWZEYBW|Grousset
5EPBY8D6|Wing
TVIRPGXD|Zahan_Forde_Kaberry
9SV6G65P|Izard_Niane
FXVG26H7|Skinner
52JWRCUI|Englebert
6KI89VJF|Nicholas
7VBFQ96V|McLaughlin
F4IZCXAQ|Ba_Konare
7FGSKCDI|De_Course
F5SC74DA|Snodgrass
FKJJ3H49|Saul
EER653TS|Van_Schuylenbergh
9V3CTHZ9|Fage
J5A6DM3P|Newbury
QUT3P5UT|Nassenstein
E9QEZEV4|Manning_et_al
9GV5C5NF|Mapunda_Oestigaard
QIIS8C66|Tosh_Konczacki_Konczacki
DUSE2PPU|Beachy_Konczacki_Konczacki
SB2AJMVC|Iliffe
JCUVUM4A|Ochieng_Ogot
XNXIN893|Davidson
7AR425BC|Plankensteiner
PEIZ5U3P|Ojo
KFESED7G|Akinola
PQXDSTHE|Nevadomsky_Aisien
FM5RJAQ4|Edo
NM33UJDV|Lloyd_Forde_Kaberry
CX86QTRP|Okpewho_Ohadike_Ekeh
SNSWQ5RJ|Nevadomsky
HQUGP7J2|Igbafe
AUVTP2NV|Girshick_Thornton
V26XI9S4|Ekeh
CJ6VZSEM|Nixon
U5AI43KW|Klien
EDHCNFA6|Ostrom
3U6CY466|Dmitriev_Comin_Rossi-Hansberg
EHJ4AZ9E|Comin_Hobijn
XXR3MQXP|Prince_Geissler
G8CWKJ2U|Gunawardana_et_al
GDPPE8E5|Clark
8UDSJ86W|Strathern
838278KW|Hallisey_Pollock
PL6ZSZW5|Green
AZD9WWEP|Green_Symes
JBYPJPY6|Green
7G4PVKGD|Green
4H4SIY6G|Mostern
9KV5MEKN|Barry
48IPJ7ZQ|Everett
F3ECGR8T|Palmisano_et_al
7CMJSBJH|Ejidike
SFADDVVX|Ikenga-Metuh
UJG3ED8W|Ngara
36IUGEZV|Kup
4B8362A9|Strickland
PD367ATD|Fyle_Foray
ML63YE97|Schug_Walimbe
QEAVXXT2|Howard
MR883K86|Amin
JDZFX3SC|Webb_Jr
U3D2FQIH|Mew
V4D4DFVG|Himpan_Sabatier_Himpan
34MHK5T2|Fyle
JQ8T59TD|Ross_Savada_Nubin
7MXIBSHQ|Schug_Walimbe
7FSQKPU9|Barry_Amin
DPAVVGU7|Ponna_Wignaraja_Susil_Sirivardana
MGRDTDAE|Alie
UBZVJ7PT|Sirivardana_Wignaraja_Sirivardana
4R6DQVHZ|De_Silva
C5553ITD|NO_CREATOR
528D563M|Europa_Publications
BHJ4G3V7|De_Silva
W3PWMURF|Mollien
J7BBU859|Bailiff
REEBBEZZ|Coningham_et_al
M4HWIC84|Coningham_et_al
QNHMB4H3|Coningham_et_al
2494BGCZ|Reclus
GE82D6DI|Abeywardana_et_al
NR5ED4G4|McLaughlin
EMUGE5WD|Wenzlhuemer
E2N5RUUW|Huffman
PDIA58AM|M'Mbogori
HKZQ7SN2|Liyanarachchi
39IYVSD5|Törnberg_et_al
ZPDTCKE6|Dovidio_Eller_Hewstone
YJQVH347|Iyengar_Sood_Lelkes
M8ENXX8G|Andeweg_Irwin
AI9PPN7Q|Emmer_Gommans
RUQNNBRA|Onnekink_Rommelse
P4FWE8NE|Nimwegen
7F4TJZT6|Harper
DKFA9J3I|Bisson
K62I7EIA|Aguwa
4SWQS6N5|Müller
Z4GK27CI|Isichei
PK7F26DP|Ogundiran
TUHHXK22|Harneit-Sievers
2JQBUMJG|Manfredi
BDKW7A68|Lydon
6UV94AVD|Department_of_Religion_&_Society._Chukwuemeka_Odumegwu_Ojukwu_University,_Igbariam_Campus,_PMB_6059_General_Post_Office_Awka._Anambra_State,_Nigeria._Madukasi
IISK3KCM|Onwuejeogwu
GHMXKX6X|Afigbo
46MVQP3M|Oriji
X7HQWWH9|Oyler
K2EIJVZ8|Onwuejeogwu
HKIT5IE5|Lawal
HBPMUV6T|Sutton
G3PNH843|Bridges
24W2293H|Barry
SGMC9SJ8|Woods
8BH2A87Y|Langaroodi_Negahban
4E8Q8Z29|Aderinto
ZCQVA3UX|Gellar
KSDZ5EFT|Tang
7XNBIF95|Gijanto
NPWPXZQ6|Vogel_et_al
ZXV78N42|Barry
QQ6UTGQ4|Kusimba_Kusimba_Stahl
EDEIN9RT|Leeuwen_Oeppen
SKIJW6XC|de_Vries
UT69DCSD|Wolters
RKMJB7RS|Van_Dijk_Verberk_De_Moel
Q2ZFJKTJ|Thiaw
J8IUBWDD|Babou
D8FXCX9H|Gokee
RIZ4Q3BG|Afigbo
XAJADJ9K|Afigbo
5I5XITDA|Afigbo
6NWXJD94|Ly-Tall
ZVA4XV6B|Klein
STBG9I9N|Afigbo
M46HSGEH|Aguwa
EGI579G2|Amadi
MIF5ZMX5|Agu
CUSPZ7ZM|A._Onwuejeogwu
TGUDVWBF|Afigbo
53NZFCRF|Henderson_Umunna
QW4ASN34|Afigbo
JT2UQDVH|Ejizu
66B9WWM9|Dike
B9DVQGBS|T'Hart
P9E78WVF|de_Vries
ZNV5RKBU|Richard
MM67I638|Bigon_Ross
JR2SJMP2|Bouma_Ling_Pratt
NUNCWJJP|Richard
AC8BQ53V|Chandralal
6AY5BEFF|Crabtree_et_al
BMFI5TQE|Turchin_et_al
KNHK5ANQ|Dalziel_MacKenzie_Hiribarren
3D2ZCZP4|ADEFUYE_Adefuye
FCX99F3P|Cory
8NXIV37K|Taylor_Tuvshinjargal_Bayarsaikhan
BJZECTN2|Bokovenko
DCQMW8E3|Coningham_et_al
ET3G9CJD|Glover
862PZTJ6|Ogot
RBB5G77X|Gueye
JQMKSIWF|Frasch_Biedermann_Strathern
WUUGVPZI|Iwuagwu
U8KFPZWS|Voorhees_Read_Gabora
BU6YSP9V|Hanks
JRL8D7WA|Anthony
58QH6KV6|Anthony_Brown
2VQBX7DW|Tijani
WM3HCI97|Searing
GZTDTN6Q|Colvin
BUNLX6V7|Goldstone
AWA2289H|Goldstone
KSNW8HVH|Belcher
ISD6B4K2|Reclus
IXQJ656P|Schoeman
ZRQWX4ER|Machiridza
2XKVR72R|Machiridza
Z29GV5VQ|Moffett_Chirikure
K3ENN8GP|Pikirayi
N4Z9DU9S|Waite
MDRUT5SN|Mazarire
RT3ZFDBC|Machiridza
NKVJZI32|Dalgleish
KMA8ZS6E|Lenshie_Ayokhai
PFENZUSB|Martin
5ERZU7K2|AMINU
5ZJQCJWW|Savory
8P4NANAN|Parsadust
2AT2EMAU|Lockhart_Jackson_Roemer
TAPK8XQS|Axworthy
UD3AUW5G|NO_CREATORS
JE5VQ8NI|Bobboyi
NU9US3UA|Waziri_Kagu_Monguno
58ASG655|Lovejoy
W9UW5K7F|Fisher
A6FKBEWX|Pinto
9QVB5IC2|Saho
HSU9ZCRC|Fartua
HJG4VBC5|Peebles
26533KM8|HUNWICK
XKK8AVBT|Hunwick
EK9MA3WU|Bondarev
DNLRYL46|Turchin_et_al
AFKK5NXU|Skocpol
LQ7K85CL|Evans_Rueschemeyer_Skocpol
AWEGBR4C|Mudaliyár
YXM77E8W|Jones_Ready_Pisor
VFDYKANE|Derex_Boyd
C78CZ8VI|Derex_Mesoudi
TAZXY9PP|Pisor_Ross
DB6WLMGA|Wittfogel
Q35HAYM5|Tanimoto_Bin_Wong
G68DWSD6|Wong_Tanimoto_Wong
3BFQR33P|Hoyer_et_al
NGB4H655|Eff_Routon
XZMB8INB|Johnson
EJE6SRQN|Palmer
3Q5B3XUQ|Johnson_et_al
XM8CKT77|Hall
FIT9AK8H|Lovejoy
BGCV72TB|Brenner
Q8BRFKDQ|Johnson
RCVGXN6Z|Lange
9MRG3FNN|Law
H23DS5AV|Brenner
GXIWJCWI|Martin
7PWUU34P|Lange
WDTQJ3CV|Migeod
ET35MXXG|Palmer
PG76F95Z|Ota
BZBIPH8M|Deringil
BNUAMTUU|Fọlayan
R84SSEKK|Ellison
B3GVR8EH|Gunawardana_Spencer
AHWVP84B|Coulmas
RW76N9NT|Nubin
9NVNC8GD|Hayward
GMULZ8Z8|Goldstone
EK6AYCDD|Starn
EWX34U5S|Law
TV4KCNMT|Ramesh
7QABZJMZ|Beaujard
UP4RWDC9|Daud_Chatterjee_Eaton
VI9CGH3G|Vanamamalai
2C3RK83Q|Doke
AG7S7C6U|Christie
KEII3P7S|McClellan_III_Dorn
5XDG98BE|Spencer
4MKS8IGV|Aboh
ZZBMS8QD|Orr_Hardy
WEKK4R5I|Kattumuri
TRKMDSA9|Gillet
