zotero_link|creator
5WSAB2D6|Hawting
VVX7RWVQ|Conrad_Bonner
G34XKAUP|Williams
PZWDAV5Q|Otis-Cour_et_al
VZPMW856|Henneman_et_al
2SNRCJVG|Bouchard_et_al
9SKNR35S|Bouchard_et_al
IBMGG2EH|Otis-Cour_et_al
AZMFJID2|Duplessy
JP58ENPX|Treadgold
R3EZXZFQ|Blankinship
KXDR9VDT|Baraz
M55VWAIZ|Marvin
BWFGKSH4|Hamilton_Abulafia
4J8VU7AA|McDougall
YE78USU6|Weisdorf
F7WNWJK9|Haider
EDJIAZ6D|Szádeczky-Kardoss_Sinor
EHFAR6BX|Daniel
HSGAHJ5P|Kister
7URN6QIZ|Shaban
FN64JJ2M|Fauve-Chamoux_et_al
3NH7TRPQ|Ribordy
Z46JE7JR|Zemon_Davies
H6GSWIZF|Lammens_Pellat
EFINSMKF|Fishbein
6D6SGAN4|Hawting
VMZFAIGJ|Lewinstein
CXKIJ33X|Shennan
H23Q6ENT|Salanova_et_al
7NFISDTZ|Sahlins
DTYYU2KU|Dray
LLB9NKVU|Kagan
IIKPUXWB|Korotayev_Zinkina
FW2VAWXX|Trask
P2JP2RTQ|Rubinacci
QDR7IH96|Gaiser
NF3Z77TC|Spannaus
BVRA4WQE|Hallam_West
95IFPESZ|Veccia_Vaglieri
MEKCJETR|Dietrich
G82HDF6B|Suger_Cusimano_Moorehead
88QD7S87|McNamara_Wemple
MMLM6M4E|Lomas
UUCMVX2E|Crone
S77T6A99|Kinder_Hilgemann_Menze
4TFZS3ZV|Oakley_Flower
9JNDCPZB|Chapman_Green
B99V6695|NO_CREATOR
U7DMJSQR|Barthold_Golden
ZW7XT6N2|Dunlop
DSXVB2MI|Gibb
JYZW8XDL|Brennan
B25CPDZ6|Kennedy
BGD7W2KZ|Daryaee_Daryaee
SW4JMJ7J|Kulikowski
TX4XQQZS|Menges
Z8IXMFNJ|Vovin
CZX887VG|Maenchen-Heffen
HJWUKDS6|Heather
MG8RJI2P|McCormick
P6DSHX75|Horster_Peachin
2KZC332E|Schumacher_Peachin
WDTQQIKZ|Isaac
WK78MGEN|Kehoe_Peachin
XSPC58J5|Killgrove_Smith
A8M7UJPJ|Slingerland_et_al
WJXATPW7|Ṭabarī_Williams
C2QXA3U4|Veccia_Vaglieri
AY3GXWL6|Wiedmann_et_al
MW2RAQVE|Scheidel_Erdkamp
IWXBUVCE|Cunliffe
IXTNUQAR|Wazer_Harris
BDT7HFAJ|Lutz_Lutz
USI22DI5|Vikman
KBJHJTWE|Levithan_et_al
WVHF5ZKF|Redfern_Knüsel_Smith
U3FRPCJ9|Dočkalová
EWVABHFS|Berger_et_al
8D8SCT6I|Rathbone_et_al
795CFNF9|Sallares_et_al
Q75QMZ74|Crawford_et_al
CL8S9EBD|Blanton_et_al
23NYR4IC|Peregrine_Ember
BCQF8XHL|Smith_Peregrine
K5VBCVTX|Peregrine
5N9CBPFR|Peregrine
JKZ9ZXIE|Badian_et_al
EH3VCQRV|Farquhar_et_al
GWRU2G2I|Fentress
WDPFQTQA|Wiesehöfer_et_al
JUB384QV|Salmon_et_al
8JAMS2WV|Badian_et_al
AMXQXRDW|Badian_et_al
2DHJRQDP|Pelling_et_al
2R8JUGR8|Rawson_et_al
Z2EGAT6J|Pelling_et_al
IW7HU8KU|Badian_et_al
96WIDEB4|Cadoux_et_al
MUSITQI9|Scullard_et_al
ZVIEDQCG|Gabba
6NUX2PZT|Dart
23MCDL5B|Lee_et_al
M3Y65Q28|Price_Jones
GB6AX9XP|Andrade_et_al
AC3D26E5|Greatrex
SEX7XMXW|Gwynn_et_al
K48B2GN6|Francovich_Onesti_et_al
PUN8HQWE|Clayton
EXPCNXSU|Nelson_et_al
2GFETBAT|al-Ṭabarī_Blankinship
CX8ZUS9A|Partner
59CB26XC|Feci
5V2229P8|Grendler
PGEFHUZU|Angourakis_et_al
DK8XXK78|Van_Zanden
6NGIFPRC|Heng
TB6QER4U|Stow
DWVARPGU|McKee
QE9QUBPP|Phillips
M75DX7E5|Cerrato
4TTD9VRZ|Alfani_Calvert
BW9S9BPT|Alfani
3M672ZVW|Reilly
QMNBE9ST|Kasaba_Findley
E6JZZKW4|Kasaba_Hanioğlu
JGIUWUW5|Kradin
RGEXPY9A|Collins
4TUUPI84|White_Lewis
6LES3PN8|Miller
KT7UNH7Z|Simpson
KU2WXA2Y|Turner
WS6W2MW5|Brosseder_Miller
TBRKIMQH|Hopkins
DPPS9NT4|Epstein
BRENZFWQ|Basta
MBBAH4G2|Noble
HMNPPD69|Reid
93I4WBG8|Shaw_Shaw_Shaw
M4PN4XTC|Barkey_Gavrilis
TVTVJ8TX|Kasaba_Mango
DHCBHV7T|Bayır
35BKKGNH|Zecevic_Zecevic
WU74BXWU|Köksal_Falierou
R9CVM78P|Zilfi
X2FAZ2AG|Boyar_Fleet
FZSJFDPI|NO_CREATOR
XHMMZN2C|Toledano
DDMPRUCB|Paz
IPNRQ6HZ|Nussdorfer
8HCUBQ4V|Setton
JJKZXVV6|Hughes
HZR3ECRS|Schroeder
VF2B6M95|Hunt
PDUN65AE|Di_Noia_Di_Noia
933Z9VAS|Bang_Scheidel
UP3XX6Q4|Garfinkle
P3F55AMK|Lafont
8Z8GWDIC|Stępień
KLGUZLNC|Manning_et_al
VMH3X4VR|Harper
KEUS9R3I|Postgate
9DV4A5SQ|Gelb
6748PFTX|Duranti_Blanshei
3JTEXWGH|Najemy
9UE7U6WP|Mallett_Shaw
EXF2EFZ9|Sherer
AK4WKAGJ|Plebani
HGE4JBTF|Stow
X9VY8LEM|Ridolfi
TSI8Z33U|Cohen_Cohen
R6637MAH|Baker_et_al
WEBM556G|Larner
FS3MI3CZ|Whalen
79ANR6HI|Gary_Beckman
RN62BNMD|Bassino_et_al
HIN8NS88|Potts_Heinz
FCFPBK24|Finkelstein
RTJJS5VI|Cederman_Weidmann
HHEVUVHR|Culbertson
SNEWXGRG|Baker_Edelstein
WYBAAC7W|Pearlman
F77MNJBH|Hövermann_Messner
DVSMFBF5|Wright
WEIKFKRK|Richardson
ZVE8EENI|Gibson_et_al
6GCIFYPN|Marshall_Cole
APMFQHRU|Marshall_et_al
MNUJNWFM|Robinson
TDXFEPT5|Hamilton
FJBKFMFP|Mitchell_Christie_Yazigi
7WBY7NYS|Braha
RYG6TDAT|Epstein
QBUUR453|Kuran
IA9MTF4I|Marwell_Oliver
E6VAX2X7|Bagnall_et_al
QRME3X95|Reid
8IHBCINS|Kamp_Yoffee
DEE7NCRB|Peled
2B6HDRCL|Hagens
XS8EAAJV|SooHoo
6NJJE3JR|Morello
ZABXRTS3|Kersey
M99JXCBE|Toch
8PRS2TSD|Adams
845GR6H4|Reid
VMXR7SNF|Meier
BJUGQCZ9|Melville
LYPGAWZW|Cox_Chomsky
PPQXCV3Q|Cox
JSB2AGKK|Steinberger_Lamb_Sakai
YSC7DFVJ|O'Neill_et_al
X95NJNJ2|Roberts_et_al
8KMMT4ID|Costanza_et_al
GBE3WWFU|Crawford
HUEQNSNH|Marchesi
QC4X6GHL|Butzer_Endfield
Q87F3Y4U|Farley_et_al
KEUT8TLI|Farley_Malghan
6ML8V9UJ|Fjelde_Soysa
JG4M73IS|Blewitt
SZ6W4PMD|Petersen
NBK3FS23|Hallenbeck
CIQJPPCR|Christie
8QCNGJ4S|Deliyannis
2X75RSSK|Pohl
77XG7GC9|Tiihonen_et_al
4GLI3WXN|Goldstone
8TZ8QYYF|Goldstone
WX9JJLFX|Goldstone_et_al
VV9B2SPU|Schönholzer
BCK9INTN|Radner_Steinkeller_Hudson
QZV6A79B|Jursa_et_al
ZR936Q8B|Desvars-Larrive_et_al
AZN5M2FX|Rose
9XCPK8VP|NIC
5SMFXX7N|Graff
EI7MK85U|IEP
GVEU3WEK|IEP
G2ABHZ5B|Masson-Delmotte_et_al
4323JYT7|IPCC_Pachuari_Meyer
IMB8BK54|Kraemer
AM4DNFI9|Kradin_Brosseder_Miller
3XGI6WPD|Kradin
NBSTFKPG|Cannon_Hargreaves
WH8L6KHW|Halloran
44R2ZFJU|Kradin
TKREIGSG|Kradin
PSJVE58D|Sinor_Sinor
2PEE2ZJ5|Cannon_Crowcroft
Q83LQP2L|Haigh
VERZ7KBP|Abels
IHUH4CEP|Bolton
XTBVIBPM|Broadbridge
XADVMLL4|Golding
BJ4SV555|Lynch
DN795NSS|Turner_Heiser
42FHBSU6|Pomplun
3NNVFGVR|Ormrod
FFEKR7GG|Kightly
PXNMM54X|Klein_Pettis
7WJNL83B|Grummitt
B52SM8KB|Brook
B4HTP6ME|McNeill
6MSTPMK7|Hui-Yuan_Mitchell
VMWQMRR4|Bernhardt
ASTBTXXM|Zhang
BT99QHFQ|Beer
9TXEN6VV|Riasonovsky_Kaplonski_Sneath
KZHWA52A|Munkh-Erdene
RXSQ4R6W|Fisher
JJ7E2GSL|Nicholls
HMJ3T8HI|James
R5JCTRC9|Golden_Deweese
PKSPEFIF|Golden_Sneath_Kaplonski
ERQC8YTN|Venning
RDSSQIXK|Alford_Hibbing
WQFUF64R|Wheeler_et_al
7C66ZYX2|Clark
QTYX4VT8|Iyengar_Hahn
KQZGI39P|Mason_Wronski
R7BUQSUX|Haas_Cunningham
YKT3CTB9|Johnson_Koyama
VK5KNRRR|Prados_De_La_Escosura_Rodríguez-Caballero
5GWT366C|Greenspan
DFXG57KJ|Woolrych
S5P8IXN2|Hill
E3ZJ64SG|Edelman
HAWEENY5|Antonio_et_al
F7W4XKHN|Heldt_Schmidtke
FJKBIDJ3|Diamond_Plattner_Walker
FWDR7IAM|Betz
8W9J8FX2|Schottenhammer
PT76ZA89|Helmers
IW8GW9Y2|Tapsel
BCZPAQTE|Cahill_Kroll
KKKIHKEB|Khatchadourian_Potts
37UQ6JDZ|Thrane_et_al
PEMZ6P7X|Raulwing_et_al
TK6AQJWP|Maat_Lonnee_Noordhuizen
A5CKRCCJ|Bowlsby_et_al
GPD93TMX|NO_CREATOR
JLUQ2Z9P|Warren
ZDPU73KU|Fischer-Bovet
ZJ5I7NH9|Gaca
8YKYGEF8|Venning
F5N47UVZ|Haigh
VJAFA5CS|Drijvers_Rousseau
G34I3CX4|James
IZMR8WVH|Canepa
E38NDCZI|Kurbanov_MacKenzie
BUFNEJFV|Tillier
FJ5959TC|Gillani_Tahir
MC9SBPPD|Henríquez_et_al
FIZLKP6Y|Atran_Sheikh_Gomez
5TMWJKHQ|Sharlet_Gordon_Hain
IZ54EGUT|Sayeed
NJBU47MA|Constable
5X4GKFZF|Allouche_Meri
KUDZVWSP|Savage-Smith_Lindberg_Shank
95Q2H8LL|Richerson_et_al
BXXU2XZV|Frye_Frye
VDEDRURK|Starr
GKDP8K8V|Rong_Hansen
A24B3IA4|Lührmann_Lindberg
WKK3G5C5|Bulliet
K56KRVD8|Manning_Manning
SW657Z6Z|Shahraki_Carniel_Mostafavi
256GWMKR|Azizi_Azizi
H8SI9V77|Yeroulshami
SR2MV5TT|Levi
4NH4MIER|Tucker
GNQIHZ4T|Soucek
IC3G37QG|Levi
HHMPV3KI|Zand
WQL8L3KD|Feinman_Neitzel
45YBNMI6|Manning
2IE7M2VM|Bartlett
7XSA792T|Ye'or_et_al
PX2PRW3H|Cohen_Cohen_Sorkin
H43ZQQP8|Şener_Eskici_Çetin
HY6SRQDN|Jackson_Daley
H62ZSMG5|Zhao_Daley_Pruszynski
TQ8QNZ2X|Sobotka_et_al
P8F928RB|Littman
JCRQN5DJ|Wijnsma
987ZUTQ9|Widemann
BGUUMERI|Battlefields_Trust
QS6IHL3X|Nettle_Frankenhuis
ICB7NKI7|Fierro_Fierro_Tonal
8BHG4C4T|Berkey
DDGUVECQ|Newson_et_al
CJFHYMC7|Blanton_et_al
482IXT8I|Levitsky_Ziblatt
3TLV4R4P|Waldner_Lust
WNCPXJ9G|Ahlquist_Levi
BGBNST2F|Levi
HI6NULLY|Spatzier_Bertemes
WTSG9YR4|Betti_et_al
LZB53FDH|Guilaine_Zammit_Hersey
U7TLA6KL|Jovino
NRZWSJD9|Schultz
HFKMK5LP|Grottanelli
9SY2BWFJ|Ginsburg_Huq
9KTDHJTD|Murphy_et_al
G3JN6DSV|Fraser_et_al
WHSF5NAP|Granovetter
UYKUJSK8|Centola
DW6DHZ56|Clauset_Young_Gleditsch
4KT6B2MB|Woolf_Schoomaker
5D9KPZFH|Turchin_et_al
8M9VQ5VP|Feinman
PDNQFTX3|Johansen
CM85TUPJ|MacCormack
DXGUUPY5|Carman
HZE56F46|Andreadaki-Vlazaki
9LDE6L55|Kremer
MS2LMAEG|Sidahmed
B9VHQWH9|Friedman_et_al
CSMJ25Y8|Arbel_et_al
7QPK57EP|Turchin_et_al
I4ZYU6BB|Slingerland_et_al
SZTWJHMV|Whitehouse_et_al
FJBY7TVX|Ambasciano_Roubekas
A94WSSNF|Cumming_Peterson
PSB4F4B4|Christian
FSKWK4EG|Dewrell
52EWF2E2|Berthelot_et_al
65VB6DY2|Mace
CMP4CU7F|Arnot_et_al
8E5LFGYG|Lipschits_Berlin_Brettler
7548ZH82|Allen
8VL8IFT6|Whitehouse_Hodder_Hodder
AMFCJ7VN|Moses_Bacarov
7YAXFTEN|Moses_Porter_Schwartz
TKM6RV9C|Carter_et_al
YW5FTH8K|Frangipane_et_al
KHUMMFQV|Moyer_et_al
CPKL92W7|Collins
WX9HZTHH|Collins
VD8YN76N|Liebhart_Rose
IQ5VWNZN|Baughn_Cahill
BVFXQ6RL|Özgen_Cahill
4RZK6KIV|Collins_et_al
L68HIRZ7|Sharlach
MFY4TCGX|Moorey
S6GDFAI8|Potts
ECYJWB9X|Possehl
WS7XSKST|McIntosh
FR4VFLQX|Miller
3LE27ZGW|Sen
JYBZZEYQ|Schmidt-Leukel
ZCX7GRUA|Harmatta_et_al
LRMF3SVM|Verbavatz_Barthelemy
5XTIIJUU|Alessandretti_Aslak_Lehmann
V23BHM4D|Chase-Dunn_et_al
WYBJHFHT|Kurbanov
K9796MI7|Roux
QN345QH4|Olson
SPYD4A86|Houben_Houben_Van_Kooij
RKRDCUNZ|Parpola_Bremmer
9GNE5ZH8|Shattuck
XET9K5WD|Bates_Bates
7IX2T4KF|Bendezu-Sarmiento
UE4KPYQ8|Liu
823Z6QEK|Baldick
VTFS4932|Golden
FPSU68UT|Williams
8P724M2D|de_la_Vaissière_Ward
X5TJYELI|de_la_Vaissière
RMCRG9CQ|Biran_et_al
IN4T7ASX|Buell
TQ433W8G|Miniaev
GW9HWZPR|Mukhamedjanov_et_al
83FSAIWV|Chegini_et_al
5V5AKUAF|Kyslasov_Dani_Litvinsky
PJR4XVD3|Sinor_Mackerras
WSDKLZ3H|Colditz_BeDuhn
IX6A7K9U|Turchin_Gavrilets_Goldstone
3W8R43U6|Korotayev_et_al
XIGJN3NR|Rogers
7PMQRGNH|Wittfogel_Feng
KTIHB2CH|Institute_of_Archaeology,_Chinese_Academy_of_Social_Sciences
XHABCZS7|CGTN
U7QGEWGQ|Jochelson_Laufer_Andrews
KFDBU7IQ|Xue
UVQF6WW7|Reinhart
G6J58ENC|Demattè
I3D85NN9|Zhao_Underhill
KGU8UN2Q|Bagley_Lowe_Shaughnessy
3A4RGSG2|Shelach
PFM2PBZN|Thorp
47WH8HAY|Cook_Sterckx
L74GVN4B|Lewis
AEZWUJHF|von_Falkenhausen_Loewe_Shaughnessy
9U57R2DS|Ter_Haar
IQU9DGGB|Ji_Sun_Tao
DCV7XFSC|Puett
NV6TVD3K|Needham_Wang
KTDCNKGC|De_Crespigny
QBW46RZG|Bower_Thorp_Bower
J2WVZ8TK|Rouse_Chung_Wegars
9DLMFELL|Tsai
YXT4R3GA|周永坤_(Zhou_Yongkun)
VSPPKQNS|Gregory_et_al
TKJPA7DF|Tian
9I4ZQEYH|Assmann
PWC73AFB|Minh_Pham_et_al
8NEJD7PC|Ling_Ruey_Tsao
66A6GLSM|Kidder
MJY97SY3|Triplett
2PB6XZJP|Mitsusada_Brown
YY5PYP4E|Finkel_et_al
NZ7QPRMY|Sabloff_Sabloff
XQQED9HL|Bavel_et_al
6A449NVY|Wang_Inbar
QKQQP3MF|Lieberman
2MCNM9QZ|Lieberman
3Y9XXXRJ|Basava_Zhang_Mace
QBJPULLC|Armstrong
EKTXAVVG|Harris
ZBRT3MBZ|Rich_de_Souza_France
IHFT65EL|Raaflaub
I5FERAS8|Raaflaub_Raaflaub
X66UDI3W|Develin_Raaflaub
X6QQP4KF|Scheidel
5DJQQELS|Lenton_et_al
T5XID7XR|Hoyer_Roselaar
IC3NX4FM|Freeman
LIQ7M54G|Austin
QKE86AUQ|Eyal_Szelenyi_Townsley
RJ7P862V|Mian_Straub_Sufi
F644J5G4|Cromartie
CNVUJV23|Gregg
XAKU9HEK|Chase
RE29CFTY|Royle
E7HZZCJP|Trevelyan
A4HBITZC|Royle
DQ2RWIYG|Tilly
BTZP4DFH|Komlos
BKSNAA59|White
KLMSK3PQ|Tezcan
YQEFK6VN|Unat
HSFD3NYG|Komlos
AC2HZTFS|Stone
SYELEL5K|Keep_Brien
PU6THLEY|Streets-Salter
UIAF7X6E|Farris
QBSN8VRF|Lu
YGABLTMZ|Hatton_Williamson
YXPF9GWM|Perez_Streich
WFTARY64|Schneider_Adalı
HP9KG4N9|Sinha_et_al
UXXPYQH8|Cogan
E2WWY6DA|Bicker
QTWBTS2G|Yarshater_Bickerman
FADX6728|Gilens_Page
2WSPYPSB|Hua_et_al
BDH7FWTZ|Lutgendorf_PhD
QEL5B55K|Heckel_Tritle_Wheatley
G7PG9V7J|Heckel_Tritle
JMQNNLW6|Heckel_Tritle_Heckel
2DEIAY5P|Kia
8MHN3PEC|Hawass_Richards_Hassan
HJAU4G22|Hamid_Grewal
E4925EAP|Eklof_Bushnell_Zakharova
YU5NM6NW|Moon
B2BSIJ5T|Ryholt
SWVGDRZL|Bourriau_Shaw
AD87PTKR|Taylor_Shaw
XC9QFSUC|Mironov
SYGELN5P|Scheidel_Riggs
MZBY4RPD|Lloyd_Shaw
HXDYPJAK|Peacock_Shaw
NYDM24TR|Mironov
56J6CK6C|Becker
ZRXG5Z3E|Jones
9JCE8SLV|Jones_Robert
QVUPPX95|Nefedov
JXPERJU6|Cook
KLIL8FLV|Rowe
TTA56PEH|Nair
L8TC8ITM|Covey
NC3EGS4C|Penny_et_al
TJU5QW8Z|Gundersen
45N8RDK6|Carter_et_al
YHV2UGKV|Polkinghorne_et_al
Y6PE5AT2|Bunnag_Gray_Xenos
JUHMECUZ|Carmichael
P9F9ZA42|Baker_Phongpaichit
EEK68NES|Sołtysiak
YADK8H8M|Kradin
LAA3TH5R|Bard
MYI9C6U8|Johnston_Williamson
V6ABIXX2|Toynbee
WLJ9I44Z|Beard
WC87M5PW|Drummond_et_al
SGDQHGCW|Clavin
GJG4M3DC|Barua
QZVVPH64|Bernanke
ABKQ9CUN|Turchin
H9JPTNZX|Visnjic
KB5926SZ|Ganiev_Kukarskih
X9XYAYXQ|Stark_Dalziel_MacKenzie
4GEU92A3|Wing
HT4329NG|Hope
VBHFPW42|Morgan
IG35FJMR|Daryaee_Lane
BW4PTWS7|Arnason_Raaflaub_McDonough
XA8A6KU4|Crowe
UFDGHT77|Diehl_Berlo_Dumbarton_Oaks
FQHBCJID|Aymonier
WLGA3R2G|Work
JVA8JK8J|O’Lemmon
W4X45Z62|Giraldo_et_al
Z97E4U3F|O'Neal
E7I7E8XJ|Tverskoi_Senthilnathan_Gavrilets
QEAPXUIF|Gavrilets_Duwal_Shrestha
B5U9U3LP|Paddock
AZR2DPH3|Miller
C5N6SJXZ|Battlefields_Trust
IESYQMP4|Battlefields_of_Britain
L7YKMTH7|Hill
CLSUKQ6G|Murtagh
AKIFN6WR|Norris
X6LP57HS|Greer
8TWNPDA5|Brown
3UWWADJS|Branch
597VZGRC|Cha
MCK4HC4T|Lee_Tapp
NKV35RCC|Jacobsen
T8XIHRM9|Coedes_Gardiner
WG546NK7|Coe
XH38WEW5|Van_de_Mieroop
465LQU8Q|Higham
Z3ERH5YQ|Taylor
KKPI36Z4|Cœdès_Vella_Cowing
RKRHHKX8|Kosmin_Potts
7N3PNVCB|Middleton
5RIK2EQ6|Tapsel
2WGF9UFV|Hall
ATBQP9LB|Gronenborn_et_al
2YBZJBFY|Rawson
IFJ7XJLB|Beheim_et_al
5YICALRY|Beheim_et_al
4MD7N3RN|Darwin
JDXCN6Q7|Bellah
T836AIN9|Henrich_et_al
7CI2Z4DJ|Norenzayan_Shariff
TYYJPC8L|Shariff_et_al
42ZUBUU6|Botero_et_al
DGJCKWEH|Roes_Raymond
B4SN8PSQ|Peoples_Marlowe
EQ4VR99F|Watts_et_al
BH9M5W8B|Gray_Watts
59F97HHW|Raffield_Price_Collard
Q78W2FIS|Baumard_et_al
GYV76E7B|Norenzayan_et_al
T8T77ZFI|Norenzayan
ZB7Z2MM2|Johnson
7PR3TTMM|Stausberg
UAGQPC8P|McKay_Whitehouse
5IUSPV5V|Murdock
FSSKIAVU|McCauley_Lawson
YYIESICH|Pombejra
7AUVLEH6|Bradley
ZVWG9FPE|Sinha
FC8NP9DK|Ruangsilp
JNFN4ERB|James
FVDASFPF|Baker_Phongpaichit
KET4NA6Q|Owen_et_al
3WX2XGJH|Chua
3PTK54Z3|Rawson_et_al
FUDM6GWB|Whitehouse_et_al
BDCEG6Z5|Deal
PJNHFXGZ|Vigne
S2HTCAL5|Vigne
FTG9FREW|Larson_et_al
S2VNUD42|Larson_et_al
D9G4ISGB|Granger
TN5L8R6S|Granger
VMGFA4HV|Hall_Hall
R2CFTX3L|Pearl_Mackenzie
SSJRQY4D|Hall
CQMMMGZJ|Titsingh_Screech
96WKSRGZ|Hall_Hall
FS4SAIPJ|Hall_Tsuji_Bolitho
88Q55PLU|Hezel_Dobbin
BI8E2BAT|Bodart-Bailey
T78LV92A|Crawford
X7272DV8|Lutz_et_al
SICDBDR6|Brughmans
DGTSKLAG|Carter_et_al
A32X495L|Algaze_et_al
CDNRDVKR|Alizadeh
NBJ8DDJA|Smith_et_al
9P8PB8TJ|Degroot_et_al
U43PKNTU|Cunningham
4FT4Y244|Ilyin_Issaev_Malkov
N8HA5UVT|Whitehouse_et_al
6F84QUKM|Morris
LLMFHRRP|Scheve_Stasavage
LF7FRBV6|Scheve_Stasavage
7EZLZVNW|Stasavage
P8WKKEPQ|Ibn-Ḫaldūn
4BCPV97X|Berlin
HU9M46AG|Brosseder_Miller
CC37WMCL|Demandt
G8QTGG8U|Kaplan_et_al
RIF3IUCE|Ko_Koyama_Sng
AKSSNRQQ|Krumhardt
2IB35T8Q|Malthus
XSYLZLPC|Martin
X2HCVFZR|McNeill
PBVLLZIE|Nefedov
C9UNF7BY|Popper
56JS8BTW|Scheidel
EN4TSI6E|Di_Cosmo
32KVJRXF|Turchin
ZUSITG33|Boulding
E5GG6ZK7|Turchin_et_al
54PEVNSI|Turchin
MTVCSUZM|Toynbee
QJD24RQZ|Diamond
B3VFQN94|Mill
LPKB7R7M|Olson
D2MQHV94|Barfield
9TEJNRNI|Scheidel_Miller_Brosseder
UPSI2BXI|Cioffi-Revilla_et_al
7MDE5MUH|Turchin_Nefedov
NWNHWJNS|Turchin
T8LJ5GNS|Boserup
SIEXVLAC|Strassler_Purvis_Herodotus
3GKXISAT|Strassler_Thucydides
TPTJ3CKI|Rogers_Ulambayar_Gallon
FARDJBLY|Campbell
FF5DSMIQ|Struve
JTPANN3S|Bennett
PSGFB6J9|Turchin_Currie_Turner
XYKK996M|Davis_Feeney
NRK4US2Y|Ortmans_et_al
3WGZ9L7P|ibn_Khaldun
67EQYHCG|Borcan_Olsson_Putterman
A37U5ZGS|Tilly
5WVJ9VNY|Peregrine_Ember_Ember
Q7TRQZV8|Morrison_et_al
QIL45V5X|Witzel
QWFF6T85|Wallace
IP7IPA6J|Robertshaw
VAFA6XGX|Uzoigwe
6ITEA4NM|Taylor_Robertshaw
ZAU2GUEA|Lejju_Taylor_Robertshaw
DBEPG6WE|Uzoigwe
T7IMKZJJ|Pawliková-Vilhanová_Pawliková-Vilhanová_Moumouni
WMEMW3T7|Robertshaw_Espinova_Lane
WWB4PZIW|Pennacini_Bondarenko_Butovskaya
ZBIZGHGA|Ashley
NXH6ZN6J|Ortman_Lobo_Smith
TFBZKFJP|NO_CREATOR
J3UKQZ96|Rothman_Stein
89YSPQDR|Nouët_Mills_Mills
TS63Q34W|Encyclopaedia_Britannica
I8J6MR8U|Lee_Peregrine_Ember
MB9CHFJB|Wright_Twitchett
KX4GNIXQ|Hartman_Chaffee_Twitchett
UX9H7WRW|Benn
8B4HEULV|Rodzinski
VCZCECC6|Keightley_Twitchett_Loewe
GYP5LVRK|Kiang
63N6TGVH|Liu
75SBJUGA|Gavrilets
XKL585SF|Ghorbani_Bravo
5JAS8T3C|Allison_Wang_Kaminsky
J59Y3VMV|Spagat_Johnson_Weezel
8FBWHDSU|Lawson_Oak
YIG5Q5V5|Clauset_Gleditsch
QW43M93J|Morris_Hoyer_Reddish
FHLSKLT2|Jansen_Beasley
A7TMXFJN|Jansen_Jansen
5E8FVQ3V|Jansen_Jansen
DUSBVLM2|Sugimoto
HJXFMRRK|Bix
8Z53RXWK|Ferguson
DXTAXFYD|Houdek_Novakova
4ECDYRRK|NO_CREATORS
QZLJWPP7|Li
FHNI37SR|Yoffee
P43QZIYZ|Turchin_et_al
7ZTPE42T|Majumdar
PVBBCQNH|Raychaudhuri_Nilakanta_Sastri
NB6SP274|Masson-Oursel_de_Willam-Grabowska_Stern
U9SMF8K7|Lewis
JJDGEDFZ|van_Schendel
RSEABP39|Majumdar
K5PPMPG6|Harunur_Rashid_Haque
73Q4FZUN|Al_Azad_Haque
HQNUI6KX|Basak
84Q49F5X|Furui
BSB9HGAR|Chowdhury
CS3NNDPU|Chandra
8N54SUNJ|Chandra
LTGMX8HF|White
TKX3L6FR|Roberts
FX9FCG5W|Burton
KC2RX8ZL|White_et_al
AS7KYLDU|Munemura
I6VMP6PN|Islam_Noble
BHD6X29G|Qureshi
9HVA3AE2|Hussain_Bhattacharya
BKB6H72G|McLane
AP5CBMBQ|Hussain_Bhattacharya
B6SV7ZQW|Ray_Bhattacharya
N7B8WKJ7|Roy_Bhattacharya
G88NTW2D|Ray_Sreemani
83IG9AXH|Sreemani_Bhattacharya
F7AZ6VSN|Pietraszewski
CJWT7MRX|Rahman
C893CW7Z|Frey_Atkisson
SH8XIZBQ|Uddin
UUIGX762|Aslaksen
RPPSEAGR|Braudel
VVA65GH7|Dunbar
6DPEMNWK|Granovetter
IJ7DKTEL|Holland-Lulewicz_et_al
6QRQJH65|Smith_Codding
TEWKTGQ4|Takeshi_Shillony
VVWRSXJS|Saaler_et_al
AB776ATJ|Farrington
EV56DSWK|Bowen
WUJZSVAT|Tóth_et_al
EADC5NZY|Phillips
I5NZX89L|Strathern
6KMA96ST|Thomassen
5EPUZEKP|North
AC9V5HI8|Reid
TAF2JSN4|Reno
32YLF4QS|Gráda
LAHFPQ8K|Moeller
3NLDF9BB|Blenkinsopp
7T6SE49W|Roser_Ritchie_Dadonaite
277WCRFU|Pennell
MMNBTWAX|Abun-Nasr
2CP3NWDU|Jongman_et_al
BPNTGS4I|Kaniewski_et_al
DWYYZI4U|Fogel_Elton
MTKARWD4|Moll
9WB7KYS5|Bardi
24QPFDVP|Ogot
RF8A42S2|Thornton
MC9E82YD|Segovia-Cuéllar_Del_Savio
2F2VFGZI|Chandra
XDPKLFMV|Mehta
HD338DBX|Sarkar
NJ8R7UGV|Runion
MIJNKEBQ|Runion
ZZBJ7XSQ|Adle_Habib_Baipakov
XJNA35R8|Majumdar_R.c.
8KARZSH4|Faruqui
W5A7SA5M|NO_CREATOR
2XPCXDBQ|Vikør
GRF2AH5P|Carvalhal_Murteira_Lee_de_Jesus
